sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
大寮,高雄市,30,,良好,0.8,0.22,4.7,2.6,37,10,7,11.7,4.6,0.7,103,2024-06-01 07:00,,0.2,9,30,1,120.425311,22.56413611,51
鳳山,高雄市,23,,良好,1.8,0.32,4.9,4.7,30,1,7.5,11.1,3.5,0.4,97,2024-06-01 07:00,,0.2,3.1,23,1,120.357422,22.628126,50
仁武,高雄市,21,,良好,0.7,0.19,9.4,8.5,15,6,5.7,8.2,2.4,1.2,130,2024-06-01 07:00,,0.1,6.4,17,0,120.332631,22.689056,49
橋頭,高雄市,28,,良好,2.1,0.29,9.6,7.1,22,7,17.2,21.4,4.2,1.3,95,2024-06-01 07:00,,0.1,6.6,20,0,120.305689,22.757506,48
美濃,高雄市,23,,良好,0.4,0.19,6.2,8.4,29,0,3.7,5.9,2.2,0.6,150,2024-06-01 07:00,,0.1,4,23,0,120.530542,22.883583,47
臺南,臺南市,32,,良好,2.7,0.28,8.1,8.2,25,15,8.7,11.9,3.1,2.2,176,2024-06-01 07:00,,0.1,10,23,1,120.21947897,22.98928311,46
安南,臺南市,32,,良好,2,0.32,6.7,7.2,31,10,11,16.2,5.2,1.4,129,2024-06-01 07:00,,0.2,9.8,25,0,120.2175,23.048197,45
善化,臺南市,25,,良好,0.5,0.12,8.1,7.6,22,6,3.4,5,1.5,1.2,163,2024-06-01 07:00,,0.1,7.7,20,0,120.29740529,23.11337642,44
新營,臺南市,20,,良好,1.2,0.24,8.7,11.0,31,7,5.6,8.8,3.2,1.3,177,2024-06-01 07:00,,0.1,3,20,0,120.31725,23.305633,43
嘉義,嘉義市,19,,良好,2.4,0.17,10,9.2,24,2,5.8,7.4,1.6,1.3,128,2024-06-01 07:00,,0.1,3.8,19,1,120.44125148,23.46477865,42
臺西,雲林縣,21,,良好,1.1,0.25,6.7,8.8,35,5,7.5,10.2,2.7,2.3,202,2024-06-01 07:00,,0.1,4,21,1,120.19933333,23.702175,41
朴子,嘉義縣,27,,良好,1.4,0.27,5.7,7.2,39,9,9.2,14.1,4.9,1.1,166,2024-06-01 07:00,,0.1,4.1,27,1,120.2478,23.46538,40
新港,嘉義縣,30,,良好,2.1,0.21,12.3,11.3,25,8,6.7,10.1,3.3,1.5,191,2024-06-01 07:00,,0.1,9.2,25,1,120.345531,23.554839,39
崙背,雲林縣,25,,良好,0.8,0.22,4.8,6.8,32,9,8.3,13.6,5.3,0.7,167,2024-06-01 07:00,,0.1,7.7,24,0,120.348742,23.757547,38
斗六,雲林縣,18,,良好,1.1,0.18,7.7,8.8,18,7,4.8,7.3,2.5,0.9,67,2024-06-01 07:00,,0.1,5.1,18,1,120.544994,23.711853,37
南投,南投縣,26,,良好,0.1,0.25,4.7,4.1,28,3,6.9,10.7,3.7,0.2,196,2024-06-01 07:00,,0.1,6,26,0,120.685306,23.913,36
二林,彰化縣,36,,良好,0.7,0.2,6.5,8.8,35,17,7.3,11.5,4.2,1.2,107,2024-06-01 07:00,,0.1,11.2,28,0,120.409653,23.925175,35
線西,彰化縣,19,,良好,1.1,0.22,6,11.4,16,9,7.2,11.8,4.6,1.3,94,2024-06-01 07:00,,0.1,5.3,19,0,120.469061,24.131672,34
彰化,彰化縣,15,,良好,0.7,0.17,13.3,13.5,13,7,4.6,6,1.4,0.6,201,2024-06-01 07:00,,0.1,3.7,15,0,120.541519,24.066,33
西屯,臺中市,22,,良好,1.3,0.19,4.9,6.5,29,7,6.6,10.8,4.2,1.1,201,2024-06-01 07:00,,0.1,6.8,20,1,120.616917,24.162197,32
忠明,臺中市,17,,良好,0.9,0.26,4.6,8.4,23,9,6.4,9.8,3.4,0.7,193,2024-06-01 07:00,,0.1,4.7,17,1,120.641092,24.151958,31
大里,臺中市,23,,良好,0.6,0.28,4.3,6.6,30,10,7.2,11.6,4.4,0.9,248,2024-06-01 07:00,,0.1,7.2,22,1,120.67844444,24.09961111,30
沙鹿,臺中市,15,,良好,0.9,0.18,13.7,14.5,17,7,6,7.2,1.2,2.3,143,2024-06-01 07:00,,0.1,4.6,15,0,120.568794,24.225628,29
豐原,臺中市,15,,良好,1.3,0.17,16.7,14.0,11,3,3.7,4.6,0.9,2.2,151,2024-06-01 07:00,,0.1,3.9,15,0,120.74252414,24.25699731,28
三義,苗栗縣,12,,良好,0.8,0.13,15.6,10.8,9,3,1.2,2.4,1.2,2.6,185,2024-06-01 07:00,,0.1,2.6,12,0,120.75956754,24.38248443,27
苗栗,苗栗縣,17,,良好,1.1,0.13,16,11.7,8,4,3.3,5.1,1.8,2.5,219,2024-06-01 07:00,,0.1,5.1,10,0,120.82011468,24.56499183,26
頭份,苗栗縣,23,,良好,2.4,0.2,10,9.4,18,9,7.3,10,2.7,1.1,124,2024-06-01 07:00,,0.1,7.1,17,1,120.89869286,24.69690679,25
新竹,新竹市,13,,良好,0.6,0.21,9.7,11.0,9,4,8.6,11,2.4,0.6,68,2024-06-01 07:00,,0.1,4,10,0,120.97236752,24.8056356,24
竹東,新竹縣,25,,良好,1.7,0.19,3.3,3.9,21,8,3.7,6.1,2.3,1,138,2024-06-01 07:00,,0.1,7.7,18,0,121.08895493,24.74091408,23
湖口,新竹縣,26,,良好,0.2,0.18,9.6,13.5,14,7,7.5,8.8,1.3,0.6,205,2024-06-01 07:00,,0.1,8.1,11,0,121.03886894,24.90009696,22
龍潭,桃園市,23,,良好,0.6,0.21,3.7,6.1,24,5,6.8,12,5.2,1.2,162,2024-06-01 07:00,,0.1,7.2,17,0,121.21645772,24.86400048,21
